# OrderedDict([('code', u'933604'), ('alder (opsjonalt)', u'21'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_09_1122'), ('expName', 'StroopMW'), ('frameRate', 59.868856981536617)])
subj,trial,time,color,condition,correct,response,RT
933604,0,1.81138064096,red,incongruent,correct,d,1.44345903491
933604,1,3.83088697098,blue,neutral,correct,j,0.879892582492
933604,2,5.84999010134,blue,congruent,correct,j,0.46080942011
933604,3,7.87154485628,yellow,congruent,correct,k,0.583287395595
933604,4,9.89159219918,green,neutral,correct,f,0.531459813152
933604,5,11.9183812963,blue,neutral,correct,j,0.968430533605
933604,6,13.937948213,yellow,neutral,correct,k,0.772877847146
933604,7,15.9573939564,red,incongruent,correct,d,0.36957963129
933604,8,17.979325031,yellow,congruent,correct,k,0.66764188361
933604,9,19.9984405347,red,incongruent,correct,d,0.504422822891
933604,10,22.0188198239,red,congruent,correct,d,0.46805506726
933604,11,24.0411771382,blue,incongruent,correct,j,0.733623267308
933604,12,26.0631581328,yellow,incongruent,correct,k,0.615936754399
933604,13,28.0834358755,green,congruent,correct,f,0.46774232086
933604,14,30.1036939915,green,congruent,correct,f,0.415427912169
933604,15,32.1231341883,red,incongruent,correct,d,0.539926152596
933604,16,34.143344091,yellow,incongruent,correct,k,0.727786898955
933604,17,36.16407794,green,incongruent,correct,f,0.610793292122
933604,18,38.1841542962,green,congruent,correct,f,0.590785202527
933604,19,40.2037519328,blue,neutral,correct,j,0.731030416187
933604,20,42.2264074868,yellow,congruent,correct,k,0.436721120666
933604,21,44.2467197895,red,incongruent,incorrect,f,0.704131239141
933604,22,46.2674335851,green,congruent,correct,f,0.619322351515
933604,23,48.2899039659,yellow,congruent,correct,k,0.581151504084
933604,24,50.3106463483,red,congruent,correct,d,0.448113537608
933604,25,52.3330117692,yellow,congruent,correct,k,0.569767193796
933604,26,54.3527681256,blue,neutral,correct,j,0.917987909983
933604,27,56.3724818155,red,neutral,correct,d,0.498306988109
933604,28,58.3925978517,green,congruent,correct,f,0.462251978879
933604,29,60.4122163949,yellow,neutral,correct,k,0.634650338434
933604,30,62.4325670975,green,congruent,correct,f,0.582192996528
933604,31,64.4527919336,yellow,incongruent,correct,k,0.737967156936
933604,32,68.7486547211,blue,probe,-1,2,-1
933604,33,71.0602653352,blue,neutral,correct,j,1.47482242149
933604,34,73.0801445716,red,neutral,correct,d,0.702808573606
933604,35,75.1001646079,red,neutral,correct,d,0.410594209625
933604,36,77.1209752568,yellow,incongruent,correct,k,0.645754755624
933604,37,79.1415294792,blue,incongruent,correct,j,0.76923753025
933604,38,81.1621058883,green,congruent,correct,f,0.572635244684
933604,39,83.1814709918,yellow,incongruent,correct,k,0.63335583287
933604,40,85.2014483614,yellow,neutral,correct,k,0.421463533687
933604,41,87.2220030106,yellow,incongruent,correct,k,0.416695111086
933604,42,89.24224278,red,incongruent,correct,d,0.572693271301
933604,43,91.2626357226,red,congruent,correct,d,0.408310264909
