# OrderedDict([('code', u'120554'), ('alder (opsjonalt)', u'22'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_12_1419'), ('expName', 'StroopMW'), ('frameRate', 59.929529205991273)])
subj,trial,time,color,condition,correct,response,RT
120554,0,1.81293424037,green,incongruent,correct,f,1.47413587126
120554,1,3.83382087153,red,incongruent,correct,d,0.57304326233
120554,2,5.85479880943,yellow,incongruent,incorrect,j,0.600403712345
120554,3,7.87740192205,red,congruent,correct,d,0.705474308671
120554,4,9.89749281919,blue,neutral,correct,j,1.02137473824
120554,5,11.9286770591,red,congruent,correct,d,0.574171796627
120554,6,13.9498700372,blue,congruent,correct,j,1.09734664307
120554,7,15.9699225343,green,neutral,correct,f,0.613284790003
120554,8,17.9900339115,green,neutral,correct,f,0.465063223521
120554,9,20.0110165427,green,congruent,correct,f,0.58798044841
120554,10,22.03122264,red,neutral,correct,d,0.599925418603
120554,11,24.0520597778,green,congruent,correct,f,0.562993973755
120554,12,26.072705342,red,congruent,correct,d,0.542293369424
120554,13,28.0935548532,red,congruent,correct,d,0.473334590579
120554,14,30.114479031,red,incongruent,correct,d,0.468456079749
120554,15,32.1358221959,green,incongruent,correct,f,0.575160384137
120554,16,34.1566286137,yellow,incongruent,correct,k,0.682377115628
120554,17,36.1766469774,yellow,neutral,correct,k,0.550402176343
120554,18,38.197652222,blue,congruent,correct,j,0.577250199254
120554,19,40.2190593869,yellow,congruent,correct,k,0.603838808609
120554,20,42.2391882574,green,neutral,correct,f,0.663705313028
120554,21,44.2600736086,blue,incongruent,correct,j,1.01086891594
120554,22,46.2811872266,yellow,incongruent,correct,k,0.637903051011
120554,23,48.3012892171,blue,neutral,correct,j,0.489785164617
120554,24,50.322286355,blue,incongruent,correct,j,0.628619629755
120554,25,52.3436192799,red,incongruent,correct,d,0.76728086808
120554,26,55.8849027285,green,probe,-1,2,-1
120554,27,58.1970638482,blue,congruent,correct,j,1.00991574179
120554,28,60.2182329329,green,incongruent,correct,f,0.828666733795
120554,29,62.239455351,yellow,congruent,correct,k,0.679454873135
120554,30,64.2597864617,yellow,neutral,correct,k,0.499263572705
120554,31,66.2809397597,yellow,incongruent,correct,k,0.446124754026
120554,32,68.3020397244,yellow,congruent,correct,k,0.456884016541
120554,33,70.3221664616,green,neutral,correct,f,0.564720695229
120554,34,72.3430385861,red,congruent,correct,d,0.496101970007
120554,35,74.3644530043,yellow,congruent,correct,k,0.602473474111
120554,36,76.3853537155,blue,incongruent,correct,j,0.741590392824
120554,37,78.4056912262,red,neutral,incorrect,f,0.657566854457
120554,38,80.4258853768,yellow,neutral,correct,k,0.605193903099
120554,39,82.4466768612,green,congruent,correct,f,0.696271527485
120554,40,84.4677183725,yellow,incongruent,correct,k,1.25122453438
120554,41,86.4882338033,blue,neutral,correct,j,0.76670742759
120554,42,88.5093807013,blue,incongruent,correct,j,0.825516651108
120554,43,90.5303142659,red,congruent,correct,d,0.628693869819
120554,44,92.5511083103,yellow,neutral,correct,k,0.672183613597
120554,45,94.5720657682,red,incongruent,correct,d,0.602911661151
120554,46,96.5929127193,red,neutral,correct,d,0.678232045425
120554,47,98.6136495903,yellow,congruent,correct,k,0.673573694783
120554,48,100.634726942,green,incongruent,correct,f,0.652553516846
120554,49,102.655887493,red,incongruent,correct,d,0.647344765734
120554,50,104.676893164,yellow,congruent,correct,k,0.610053213912
120554,51,106.698584063,yellow,congruent,correct,k,0.41266765881
120554,52,108.719606801,yellow,congruent,correct,k,0.375345386961
120554,53,110.740559565,green,congruent,correct,f,0.578417133583
120554,54,112.76219329,blue,congruent,correct,j,0.684762610997
120554,55,114.782136987,red,incongruent,correct,d,0.5369139515
120554,56,116.803006552,blue,incongruent,correct,j,0.724001897815
120554,57,118.824000276,blue,incongruent,correct,j,0.575157824135
120554,58,120.845166801,red,congruent,correct,d,0.569840699597
120554,59,122.866249273,blue,congruent,correct,j,0.645033083762
120554,60,124.887352224,blue,congruent,correct,j,0.687614026764
120554,61,126.907814748,blue,neutral,correct,j,0.491143245775
120554,62,132.988193697,blue,probe,-1,3,-1
120554,63,135.315814243,yellow,incongruent,correct,k,0.979170968893
120554,64,137.336967541,blue,congruent,correct,j,0.62201183745
120554,65,139.357010225,yellow,neutral,correct,k,0.585978526702
120554,66,141.378085016,blue,incongruent,correct,j,0.725089898743
120554,67,143.399245141,yellow,congruent,correct,k,0.57598470484
120554,68,145.420324199,blue,incongruent,correct,j,0.410650803756
120554,69,147.44127739,green,incongruent,correct,f,0.485798387881
120554,70,149.462656395,red,incongruent,correct,d,0.41635491529
120554,71,151.482872305,red,neutral,correct,d,0.39613687137
120554,72,153.504446724,yellow,congruent,correct,k,0.662551605377
120554,73,155.525416555,yellow,congruent,correct,k,0.449730090436
120554,74,157.546351826,red,incongruent,incorrect,f,0.652738690337
120554,75,159.566914617,red,neutral,incorrect,f,0.808326236438
120554,76,161.587305035,blue,neutral,correct,j,0.899715327757
120554,77,163.608470279,yellow,congruent,correct,k,1.00654976559
120554,78,165.629266884,green,neutral,correct,f,0.730112196362
120554,79,167.650328022,yellow,incongruent,correct,k,0.868682554609
120554,80,169.671737747,red,congruent,correct,d,0.63935585225
120554,81,171.692966991,green,incongruent,correct,f,0.794054650926
120554,82,173.714372876,yellow,incongruent,correct,k,0.676620950717
120554,83,176.59335048,yellow,probe,-1,2,-1
120554,84,178.905451013,red,incongruent,correct,d,1.30963482422
120554,85,180.925872577,green,incongruent,correct,f,0.569325285824
120554,86,182.946309501,blue,neutral,correct,j,0.70893031162
120554,87,184.967177359,yellow,congruent,correct,k,0.383843314213
120554,88,186.98776063,red,neutral,correct,d,0.619502181975
120554,89,189.009183581,yellow,incongruent,correct,k,0.982125638081
120554,90,191.030327066,blue,incongruent,correct,j,0.512688224161
120554,91,193.051287084,green,congruent,correct,f,1.05173977748
120554,92,195.072356755,blue,incongruent,correct,j,0.886678516632
120554,93,197.093768613,yellow,congruent,correct,k,0.465295757052
120554,94,199.114841271,yellow,incongruent,correct,k,0.492258126727
120554,95,201.136215583,blue,congruent,correct,j,0.663122059197
120554,96,203.156710107,green,neutral,correct,f,0.658349361791
120554,97,205.177197378,red,neutral,correct,d,0.60607027718
120554,98,207.198101929,yellow,congruent,correct,k,1.03314776162
120554,99,209.219374694,blue,congruent,correct,j,0.483636039369
120554,100,211.240166178,green,neutral,correct,f,0.558883463581
120554,101,213.262095157,yellow,congruent,correct,k,0.585290312781
120554,102,215.282360561,red,neutral,correct,d,0.597003176109
120554,103,217.302713005,blue,neutral,incorrect,k,0.592380238831
120554,104,219.324111637,red,incongruent,correct,d,0.634947528489
120554,105,221.344396241,red,neutral,correct,d,0.550626603201
120554,106,223.364718818,red,neutral,correct,d,0.562321119847
120554,107,225.385925023,green,congruent,correct,f,0.621391463587
120554,108,227.407386374,yellow,congruent,correct,k,0.631667312356
120554,109,229.427880045,yellow,neutral,correct,k,0.563242720634
120554,110,231.448546943,blue,neutral,correct,j,0.558521223271
120554,111,233.469213414,red,neutral,correct,d,0.554217006265
120554,112,235.490438392,blue,congruent,correct,j,0.868800741377
120554,113,237.512367371,red,neutral,correct,d,0.654905732186
120554,114,240.641619748,red,probe,-1,2,-1
120554,115,242.953097347,red,neutral,correct,d,1.02215127224
120554,116,244.975096299,red,congruent,correct,d,0.632064966029
120554,117,246.997626451,blue,congruent,correct,j,0.737451722625
120554,118,249.018355216,red,neutral,correct,d,0.588721142376
120554,119,251.03913518,blue,neutral,correct,j,0.679939140215
120554,120,253.059485064,green,neutral,correct,f,0.595646374952
120554,121,255.080631535,blue,incongruent,correct,j,0.798646014845
120554,122,257.101848407,yellow,congruent,correct,k,0.441588430155
120554,123,259.123228265,yellow,congruent,correct,k,0.563860107827
120554,124,261.144122576,blue,incongruent,correct,j,0.814974135445
120554,125,263.165276728,blue,congruent,correct,j,0.490151244929
120554,126,265.185576265,blue,neutral,correct,j,0.565515575907
120554,127,267.20656487,blue,congruent,correct,j,0.592518052282
120554,128,269.226683073,yellow,neutral,correct,k,0.940744482769
120554,129,271.246979624,blue,neutral,correct,j,0.600113578764
120554,130,273.268085562,red,neutral,correct,d,0.483026332182
120554,131,275.288599286,red,neutral,correct,d,0.478863341963
120554,132,277.309922824,red,congruent,correct,d,0.553233112092
120554,133,279.330273989,yellow,neutral,correct,k,0.709068978405
120554,134,281.3515395,blue,incongruent,correct,j,0.575643371216
120554,135,283.371878717,yellow,neutral,correct,k,0.555229060462
120554,136,285.393108389,red,congruent,correct,d,0.534114589111
120554,137,288.052604632,green,probe,-1,3,-1
120554,138,290.380649285,red,incongruent,correct,d,0.890785186803
120554,139,292.401223169,blue,neutral,correct,j,0.709895432444
120554,140,294.424670656,green,incongruent,correct,f,0.654451758465
120554,141,296.44565798,green,incongruent,correct,f,0.521455804976
120554,142,298.466630372,yellow,congruent,correct,k,0.564482615025
120554,143,300.487454709,blue,congruent,correct,j,0.447656488667
120554,144,302.507921927,green,neutral,correct,f,0.523187219786
120554,145,304.529785199,green,incongruent,correct,f,0.66157837788
120554,146,306.551173164,red,congruent,correct,d,0.671947666729
120554,147,308.572470249,green,incongruent,correct,f,1.03465986958
120554,148,310.59339016,blue,incongruent,correct,j,0.645723857684
120554,149,312.614412044,yellow,congruent,correct,k,0.43307087622
120554,150,314.635648969,blue,incongruent,correct,j,0.491568632805
120554,151,316.655989466,blue,neutral,correct,j,0.567189817335
120554,152,318.676987884,red,incongruent,correct,d,0.946131154032
120554,153,320.697772542,blue,neutral,correct,j,0.637490890659
120554,154,322.719271014,yellow,congruent,correct,k,0.584000498347
120554,155,324.740642765,blue,incongruent,correct,j,0.674828949187
120554,156,326.761851103,yellow,congruent,correct,k,0.637272437139
120554,157,328.782922055,yellow,congruent,correct,k,0.440226082326
120554,158,330.803132419,green,neutral,correct,f,0.564277388183
120554,159,332.825305451,yellow,incongruent,correct,k,0.862002228908
120554,160,334.845938642,red,neutral,correct,d,0.681294661371
120554,161,336.866428899,blue,neutral,correct,j,0.85272648766
120554,162,338.887603957,red,congruent,correct,d,0.735518494309
120554,163,340.908816136,yellow,incongruent,correct,k,1.03433645597
120554,164,342.929249646,green,neutral,correct,f,0.662153951705
120554,165,344.950461398,red,congruent,correct,d,0.737047668947
120554,166,346.971393682,green,neutral,correct,f,0.603833261937
120554,167,348.992600314,yellow,congruent,correct,k,0.806558981597
120554,168,351.013064971,green,neutral,correct,f,0.658368561808
120554,169,353.034755016,green,congruent,correct,f,0.636419529745
120554,170,355.055379247,red,neutral,correct,d,0.568037178058
120554,171,357.075772225,blue,neutral,correct,j,0.65939853602
120554,172,359.096094802,red,neutral,correct,d,0.55932037062
120554,173,361.116570126,red,neutral,correct,d,0.554861700149
120554,174,363.137823264,green,incongruent,correct,f,0.773601086806
120554,175,365.305851141,blue,probe,-1,3,-1
120554,176,367.618395834,green,incongruent,correct,f,1.06108165212
120554,177,369.638826785,blue,neutral,correct,j,0.576392171854
120554,178,371.66003683,yellow,incongruent,correct,k,0.427147031166
120554,179,373.680819781,green,neutral,correct,f,0.646539645047
