# OrderedDict([('code', u'354109'), ('alder (opsjonalt)', u'21'), (u'kj\xf8nn', 'mann'), ('date', u'2018_mar_14_1416'), ('expName', 'StroopMW'), ('frameRate', 59.890606075495121)])
subj,trial,time,color,condition,correct,response,RT
354109,0,1.81138877191,blue,congruent,correct,j,0.931434578903
354109,1,3.83290517279,green,incongruent,incorrect,k,0.637770629677
354109,2,5.85260141133,green,incongruent,correct,f,1.32229673254
354109,3,7.87275887713,yellow,neutral,correct,k,0.917898988242
354109,4,9.89310791651,blue,congruent,incorrect,k,1.29754704753
354109,5,11.9301422039,green,congruent,correct,f,0.828619300628
354109,6,13.9521565254,yellow,congruent,correct,k,1.04649435285
354109,7,15.9741721269,green,congruent,correct,f,0.960477816079
354109,8,17.9942655927,yellow,neutral,correct,k,0.908568629631
354109,9,20.0171951153,yellow,congruent,correct,k,0.725465675263
354109,10,22.0373850079,red,neutral,correct,d,0.865275560885
354109,11,24.0570829531,red,incongruent,correct,d,0.781841214091
354109,12,26.0775680993,yellow,neutral,correct,k,1.16118505965
354109,13,28.097671805,blue,neutral,incorrect,f,1.18901357528
354109,14,30.1196605265,green,congruent,correct,f,1.07102302424
354109,15,32.1410886073,yellow,congruent,correct,k,1.09775884514
354109,16,34.1606414856,blue,congruent,correct,j,1.31803859375
354109,17,36.1825947937,green,congruent,correct,f,0.848086845552
354109,18,38.2042929548,red,incongruent,correct,d,1.0024960032
354109,19,40.22397554,blue,congruent,none,none,-1
354109,20,42.238536412,green,incongruent,correct,f,1.06440285577
354109,21,44.2589887048,red,neutral,correct,d,1.18770882693
354109,22,46.2803715589,green,incongruent,correct,f,0.990327454288
354109,23,48.3002691843,yellow,neutral,correct,k,0.762417189224
354109,24,50.3200144896,blue,congruent,correct,j,0.614680253464
354109,25,52.3401194754,blue,neutral,correct,j,0.610942222003
354109,26,54.3601391276,blue,congruent,correct,j,0.654609051235
354109,27,58.1990120947,green,probe,-1,2,-1
354109,28,60.5124072692,green,congruent,correct,f,1.14230204881
354109,29,62.5341783904,green,incongruent,incorrect,k,0.912647568191
354109,30,64.5555070577,yellow,congruent,correct,k,0.603513092494
354109,31,66.5777334328,green,congruent,correct,f,1.06095922469
354109,32,68.5980551655,red,neutral,correct,d,0.800762624975
354109,33,70.6200895404,red,incongruent,correct,d,1.53061657253
354109,34,72.6399436458,red,incongruent,correct,d,1.33478826853
354109,35,74.6609599927,green,neutral,correct,f,0.849766207699
354109,36,76.6806071645,blue,congruent,correct,j,1.37412869222
354109,37,78.7006733235,green,neutral,correct,f,0.842320438169
354109,38,80.7223454579,yellow,congruent,correct,k,0.532507134943
354109,39,82.7431582846,yellow,incongruent,correct,k,0.783575189642
354109,40,84.7646708454,yellow,congruent,correct,k,0.586266350423
354109,41,86.7872931677,blue,incongruent,incorrect,f,1.04345818896
354109,42,88.8085475949,red,congruent,correct,d,0.910224098421
354109,43,90.8289713011,green,neutral,correct,f,0.985811181839
354109,44,92.8492213537,yellow,neutral,incorrect,j,0.725545888701
354109,45,94.8701084204,blue,neutral,correct,j,1.02494509859
354109,46,96.8898895657,yellow,incongruent,incorrect,j,1.24490527347
354109,47,98.9115463401,green,congruent,correct,f,0.935218263745
354109,48,106.186825199,yellow,probe,-1,1,-1
354109,49,108.497812264,red,incongruent,correct,d,1.30095782522
354109,50,110.518157037,blue,neutral,correct,j,0.864624893387
354109,51,112.538518449,green,neutral,correct,f,0.828274553525
