# OrderedDict([('code', u'342023'), ('alder (opsjonalt)', u'20'), (u'kj\xf8nn', 'mann'), ('date', u'2018_mar_13_1422'), ('expName', 'StroopMW'), ('frameRate', 59.96970495497537)])
subj,trial,time,color,condition,correct,response,RT
342023,0,1.81150581503,red,incongruent,correct,d,0.595302664013
342023,1,3.83376369704,blue,incongruent,correct,j,0.861285783409
342023,2,5.8546255281,red,congruent,correct,d,0.600134229106
342023,3,7.87631167776,blue,incongruent,correct,j,0.530468214667
342023,4,9.89648572333,yellow,incongruent,correct,k,0.526246355206
342023,5,11.9357406963,red,neutral,correct,d,0.487015702158
342023,6,13.9577750054,yellow,congruent,correct,k,0.513017577789
342023,7,15.9785207833,green,neutral,correct,f,0.60456558154
342023,8,17.9998348803,red,congruent,correct,d,0.454903116966
342023,9,20.0222182021,red,incongruent,correct,d,0.448621741023
342023,10,22.0445430706,green,congruent,correct,f,0.426220499248
342023,11,24.0642149304,red,incongruent,correct,d,0.614846097327
342023,12,26.0844499892,blue,neutral,correct,j,0.850597374978
342023,13,28.1069135242,red,incongruent,correct,d,0.652055207152
342023,14,30.1270815964,green,neutral,correct,f,0.855703712936
342023,15,32.1472936153,green,neutral,correct,f,0.499633920626
342023,16,34.1678828068,blue,neutral,correct,j,0.542827020239
342023,17,36.1886635713,yellow,neutral,correct,k,0.442069005534
342023,18,38.210142788,blue,incongruent,correct,j,0.660579139279
342023,19,40.2313523518,yellow,incongruent,correct,k,0.543647498846
342023,20,42.2524838358,yellow,incongruent,correct,k,0.634220144268
342023,21,44.2744997982,yellow,congruent,correct,k,0.484197146972
342023,22,49.9561852481,green,probe,-1,1,-1
342023,23,52.2683481287,red,congruent,correct,d,0.458405617654
342023,24,54.2897441455,red,congruent,correct,d,0.420912774971
342023,25,56.309775258,red,incongruent,correct,d,0.417039501583
342023,26,58.3303128229,yellow,neutral,correct,k,0.524315265167
342023,27,60.3682033183,green,incongruent,correct,f,0.550482260507
342023,28,62.3903831204,yellow,incongruent,incorrect,j,0.49625259306
342023,29,64.4103195131,red,incongruent,correct,d,0.556373237123
342023,30,66.4311647041,red,congruent,correct,d,0.423494530572
342023,31,68.4509581637,yellow,incongruent,correct,k,0.659816260581
342023,32,70.4711561026,green,incongruent,correct,f,0.703754318922
342023,33,72.4924335062,yellow,incongruent,correct,k,0.746400006145
342023,34,74.5128989646,green,neutral,correct,f,0.741961827051
342023,35,76.5346896475,red,congruent,correct,d,0.55991712441
342023,36,78.5552553724,green,neutral,correct,f,0.69940616635
342023,37,80.575590271,blue,neutral,incorrect,f,0.519198687231
342023,38,82.5976446334,red,congruent,correct,d,0.624975573373
342023,39,84.6184232646,red,neutral,correct,d,0.668203232934
342023,40,86.6384577904,yellow,incongruent,correct,k,0.680165239188
342023,41,88.661155565,green,congruent,correct,f,0.625474345856
342023,42,90.6831164875,green,incongruent,correct,f,0.491514894478
342023,43,92.7057349022,yellow,incongruent,correct,k,0.580857462002
342023,44,94.7282547571,yellow,congruent,correct,k,0.430347638874
342023,45,96.7507775987,yellow,congruent,correct,k,0.423794476723
342023,46,98.7716479631,yellow,neutral,correct,k,0.35496558086
342023,47,100.792286221,red,neutral,incorrect,f,0.510509208732
342023,48,102.814900796,green,congruent,incorrect,j,1.01604306595
342023,49,104.834852975,yellow,incongruent,correct,k,1.07573149742
342023,50,106.855455393,red,neutral,correct,d,0.495118941661
342023,51,108.876471677,yellow,incongruent,correct,k,0.922114266257
342023,52,110.899137452,red,incongruent,correct,d,0.72350852521
342023,53,112.919134431,green,incongruent,correct,f,0.879497165661
342023,54,114.940456635,red,congruent,correct,d,0.586113133038
342023,55,116.961105986,green,neutral,correct,f,0.59760922008
342023,56,118.981246752,blue,congruent,correct,j,0.769312820368
342023,57,121.001143891,blue,congruent,correct,j,0.42941921379
342023,58,123.021586736,blue,congruent,correct,j,0.424964394726
342023,59,125.042306914,green,neutral,correct,f,0.628346660953
342023,60,129.653920164,blue,probe,-1,2,-1
342023,61,131.967098509,blue,incongruent,correct,j,0.807436701973
342023,62,133.987095915,blue,congruent,correct,j,0.387406698828
342023,63,136.009368304,yellow,congruent,correct,k,0.52516219706
342023,64,138.03146576,blue,incongruent,correct,j,0.551070206173
342023,65,140.051885565,red,neutral,correct,d,0.498691842236
342023,66,142.071758384,red,incongruent,correct,d,0.414758545478
342023,67,144.095152904,green,congruent,correct,f,0.66338361449
342023,68,146.118031585,yellow,congruent,correct,k,0.960645613828
342023,69,148.138287977,blue,congruent,correct,j,1.00431188598
342023,70,150.158572529,blue,neutral,correct,j,0.535991831908
342023,71,152.182534942,green,incongruent,correct,f,0.640127334183
342023,72,154.202537041,blue,congruent,correct,j,0.779965815527
342023,73,156.222465327,blue,congruent,correct,j,0.424027009656
342023,74,158.24244652,blue,congruent,correct,j,0.436065815775
342023,75,160.263891176,red,congruent,correct,d,0.606707017891
342023,76,162.283982875,blue,congruent,correct,j,0.538514707601
342023,77,164.303718308,blue,congruent,correct,j,0.486733249309
342023,78,166.323824087,blue,congruent,correct,j,0.402718886027
342023,79,168.346371249,green,congruent,correct,f,0.652439633166
342023,80,170.366655801,red,neutral,correct,d,0.663869586999
342023,81,172.389685522,blue,incongruent,correct,j,0.609048987222
342023,82,174.410197487,green,neutral,correct,f,0.636254487457
342023,83,177.297289306,red,probe,-1,1,-1
