# OrderedDict([('code', u'305899'), ('alder (opsjonalt)', u'20'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_12_1418'), ('expName', 'StroopMW'), ('frameRate', 59.964027948739897)])
subj,trial,time,color,condition,correct,response,RT
305899,0,1.81185562612,red,neutral,correct,d,0.914996407464
305899,1,3.83283271068,green,congruent,correct,f,0.398778366958
305899,2,5.85239411404,yellow,incongruent,correct,k,0.458571484648
305899,3,7.87132575686,blue,incongruent,correct,j,0.37553952046
305899,4,9.88902475863,green,incongruent,correct,f,0.501818454885
305899,5,11.9318309818,green,incongruent,correct,f,0.571025127275
305899,6,13.951950039,red,congruent,correct,d,0.455143215055
305899,7,15.971085202,red,congruent,correct,d,0.53185154718
305899,8,17.9912533259,blue,incongruent,correct,j,0.831608176306
305899,9,20.010543369,red,neutral,correct,d,0.684295410599
305899,10,22.0291387982,blue,congruent,incorrect,f,0.489826977986
305899,11,24.0492062287,red,congruent,correct,d,0.517667001743
305899,12,26.0690953123,green,incongruent,correct,f,0.721851069313
305899,13,28.0900979969,yellow,incongruent,correct,k,0.46076540652
305899,14,30.1082185457,red,incongruent,correct,d,0.506718299066
305899,15,32.1257788807,green,incongruent,correct,f,0.66515214093
305899,16,34.1448124969,yellow,incongruent,correct,k,0.534158535815
305899,17,36.1636677663,blue,neutral,correct,j,0.659275655915
305899,18,38.1818070885,red,neutral,correct,d,0.673149161087
305899,19,40.2012921184,yellow,congruent,correct,k,0.989635404489
305899,20,42.2205420549,blue,neutral,correct,j,0.650345941629
305899,21,44.2423272468,green,congruent,correct,f,0.612885856329
305899,22,48.7654082265,red,probe,-1,2,-1
305899,23,51.075801238,blue,congruent,correct,j,0.947257128326
305899,24,53.0979678703,green,congruent,correct,f,0.540952781613
305899,25,55.1200897025,green,congruent,incorrect,j,0.502813869068
305899,26,57.1387213984,green,neutral,correct,f,0.96427303618
305899,27,59.1572937876,blue,neutral,correct,j,0.577631639579
305899,28,61.1752244695,yellow,neutral,correct,k,0.351737046816
305899,29,63.1941407523,blue,neutral,incorrect,f,0.940748749439
305899,30,65.2139406626,yellow,congruent,correct,k,0.584966045838
305899,31,67.2350692139,red,incongruent,correct,d,0.596065361976
305899,32,69.2567165924,green,congruent,correct,f,0.910199390037
305899,33,71.2756461019,yellow,neutral,correct,k,0.491512312757
305899,34,73.2943925712,blue,neutral,correct,j,0.408630962032
305899,35,75.3140849614,yellow,congruent,correct,k,0.468840080077
305899,36,77.3341805518,yellow,congruent,correct,k,0.44869499622
305899,37,79.3531036613,red,neutral,correct,d,0.478163608033
305899,38,81.3719171174,red,incongruent,correct,d,0.971290855501
305899,39,83.3923344148,red,congruent,correct,d,0.534835656393
305899,40,85.4158548615,green,congruent,correct,f,0.591404024665
305899,41,87.4353616515,green,incongruent,correct,f,0.523857087025
305899,42,89.4541844942,red,incongruent,correct,d,0.648797566974
305899,43,93.1014806199,green,probe,-1,3,-1
305899,44,95.4127546989,green,neutral,correct,f,0.610262707424
305899,45,97.431211888,red,incongruent,correct,d,0.799835135859
305899,46,99.4485610228,yellow,neutral,correct,k,0.462466527971
305899,47,101.465992931,blue,neutral,correct,j,0.7010932916
305899,48,103.484770974,yellow,incongruent,incorrect,d,0.762410037257
305899,49,105.503116803,blue,neutral,correct,j,1.31982491292
305899,50,107.522462313,blue,incongruent,correct,j,0.564732641905
305899,51,109.541475875,yellow,neutral,correct,k,0.401594796028
305899,52,111.563929228,red,incongruent,correct,d,0.891004493657
305899,53,113.583233778,red,incongruent,correct,d,0.455703428867
305899,54,115.60128222,red,incongruent,correct,d,0.469719867494
305899,55,117.619247888,green,incongruent,correct,f,0.659712562955
305899,56,119.636692597,yellow,incongruent,correct,k,0.5142186788
305899,57,121.658303708,red,incongruent,correct,d,0.700746837971
305899,58,123.680148207,yellow,incongruent,correct,k,0.663045259132
305899,59,125.701997826,green,congruent,incorrect,d,0.576918678971
305899,60,127.720571068,yellow,neutral,correct,k,0.734375880001
305899,61,129.739916151,yellow,neutral,correct,k,0.459180338501
305899,62,131.760862516,yellow,incongruent,correct,k,0.694294779131
305899,63,133.7808476,blue,incongruent,correct,j,0.658265735053
305899,64,135.801059244,green,incongruent,correct,f,0.526059968905
305899,65,137.819966993,yellow,congruent,correct,k,0.603077207959
305899,66,139.839123916,yellow,congruent,correct,k,0.391970467815
305899,67,141.857394225,yellow,neutral,correct,k,0.469909734323
305899,68,143.876632641,yellow,congruent,correct,k,0.434571464168
305899,69,145.896624552,red,congruent,incorrect,f,0.574350143446
305899,70,150.59737395,yellow,probe,-1,3,-1
