# OrderedDict([('code', u'604153'), ('alder (opsjonalt)', u'21'), (u'kj\xf8nn', 'mann'), ('date', u'2018_mar_09_1123'), ('expName', 'StroopMW'), ('frameRate', 60.174406663050412)])
subj,trial,time,color,condition,correct,response,RT
604153,0,1.81323480157,green,incongruent,incorrect,d,0.769757375482
604153,1,3.83650994455,green,congruent,correct,f,0.602641498969
604153,2,5.85761676292,yellow,neutral,incorrect,d,0.501205975906
604153,3,7.8779995264,blue,neutral,correct,j,0.768848146876
604153,4,9.89835114315,red,neutral,correct,d,0.476486563171
604153,5,11.9422415834,blue,incongruent,correct,j,0.480607745297
604153,6,13.9637033892,blue,congruent,correct,j,0.651200962562
604153,7,15.9852547952,red,incongruent,correct,d,0.437618000252
604153,8,18.0056213453,red,neutral,incorrect,f,0.785246688527
604153,9,20.026876644,green,incongruent,correct,f,0.780332758043
604153,10,22.0503988275,green,congruent,correct,f,0.612474906613
604153,11,24.0736957306,green,congruent,correct,f,1.08542738225
604153,12,26.094378868,red,neutral,none,none,-1
604153,13,28.1180222251,yellow,incongruent,correct,k,1.56921934767
604153,14,30.1384604554,blue,neutral,correct,j,1.11674307572
604153,15,32.1586810852,red,neutral,correct,d,0.520483670365
604153,16,34.1824494559,green,congruent,correct,f,0.880521985114
604153,17,36.2043592626,green,incongruent,correct,f,0.986676878244
604153,18,38.2278669394,yellow,incongruent,correct,k,0.627248698131
604153,19,40.2511258691,yellow,incongruent,correct,k,0.875847415141
604153,20,42.2715807394,blue,neutral,correct,j,0.839584511114
604153,21,44.2934807328,yellow,incongruent,correct,k,0.72148121916
604153,22,46.3154946464,blue,congruent,correct,j,0.731394840309
604153,23,48.3389899498,green,congruent,correct,f,0.611943278812
604153,24,50.3606211427,yellow,incongruent,correct,k,0.558519378175
604153,25,52.3823146289,green,incongruent,correct,f,0.744667188623
604153,26,54.4037913681,green,incongruent,none,none,-1
604153,27,56.4241830916,green,neutral,correct,f,0.702773979251
604153,28,58.4476796751,green,congruent,correct,f,0.551295042763
604153,29,62.4930625985,yellow,probe,-1,2,-1
604153,30,64.8045952098,yellow,neutral,correct,k,0.674669812629
604153,31,66.8264499764,yellow,incongruent,correct,k,0.444580788439
604153,32,68.8477807953,blue,congruent,correct,j,0.583194417482
604153,33,70.8689200404,green,neutral,correct,f,0.690284565941
604153,34,72.8908298471,blue,congruent,correct,j,0.556466680462
604153,35,74.9111012503,blue,neutral,correct,j,0.504179848916
604153,36,76.93281351,green,incongruent,correct,f,0.722676741711
604153,37,78.9564534538,blue,incongruent,none,none,-1
