# OrderedDict([('code', u'311153'), ('alder (opsjonalt)', u'23'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_13_1422'), ('expName', 'StroopMW'), ('frameRate', 60.070251791420922)])
subj,trial,time,color,condition,correct,response,RT
311153,0,1.81231309325,green,neutral,correct,f,0.674320501043
311153,1,3.8340530492,red,congruent,correct,d,0.604673537993
311153,2,5.85513977819,blue,incongruent,correct,j,0.487798394795
311153,3,7.87690021414,red,congruent,correct,d,0.529748279361
311153,4,9.8980351565,yellow,congruent,correct,k,0.476610336686
311153,5,11.9355767192,red,neutral,correct,d,0.519023154782
311153,6,13.957748462,green,congruent,correct,f,0.512952965524
311153,7,15.9776460705,blue,congruent,correct,j,0.349133802294
311153,8,18.0002628268,green,congruent,correct,f,0.566416881673
311153,9,20.0220650761,yellow,incongruent,correct,k,0.304846636733
311153,10,22.0421329246,red,neutral,correct,d,0.412554842689
311153,11,24.0645094675,green,congruent,correct,f,0.550420288178
311153,12,26.0856968899,green,neutral,correct,f,0.593135186406
311153,13,28.1064986054,red,incongruent,incorrect,f,0.844404413612
311153,14,30.1289327483,green,congruent,correct,f,0.678006902614
311153,15,32.1485892901,green,neutral,correct,f,0.530140812858
311153,16,34.1722718602,green,congruent,correct,f,0.49036052922
311153,17,36.1928312289,yellow,congruent,correct,k,0.77380854349
311153,18,38.2132156643,blue,neutral,correct,j,0.513437659065
311153,19,40.2332007395,green,incongruent,correct,f,0.813649840486
311153,20,42.256953283,yellow,incongruent,correct,k,0.421784073289
311153,21,44.278061772,red,incongruent,correct,d,0.528931639012
311153,22,46.2983139406,blue,congruent,correct,j,0.36458298222
311153,23,48.3195849897,yellow,congruent,correct,k,0.599010388913
311153,24,50.3415365724,red,congruent,correct,d,0.593111719725
311153,25,52.3613305008,red,incongruent,correct,d,0.685334479072
311153,26,54.3839587772,green,congruent,correct,f,0.886690938321
311153,27,56.4065059868,blue,incongruent,correct,j,0.544157672179
311153,28,58.4287195429,green,congruent,correct,f,0.666239430931
311153,29,60.4499287253,yellow,congruent,correct,k,0.324847071934
311153,30,62.4725339616,green,congruent,correct,f,0.590107131778
311153,31,64.492935037,yellow,neutral,correct,k,0.697747924372
311153,32,66.5154562199,red,congruent,correct,d,0.611381594194
311153,33,68.5370933492,blue,neutral,correct,j,0.861534234253
311153,34,70.5584697849,yellow,incongruent,correct,k,0.888267045659
311153,35,72.5789485137,yellow,neutral,correct,k,0.675761781662
311153,36,74.6003501228,red,incongruent,correct,d,0.526555104661
311153,37,76.6229660258,red,congruent,correct,d,0.535857721967
311153,38,80.98439338,red,probe,-1,1,-1
311153,39,83.2974465269,red,incongruent,correct,d,1.46132969017
311153,40,85.3181795491,green,neutral,correct,f,1.13643739155
311153,41,87.3383254777,yellow,neutral,correct,k,0.412624816054
311153,42,89.3589970598,red,neutral,correct,d,0.471643507903
311153,43,91.3810736559,red,congruent,correct,d,0.417854471612
311153,44,93.4033038521,green,incongruent,correct,f,0.411525722251
311153,45,95.4236857274,green,neutral,correct,f,0.487290234581
311153,46,97.4452498966,yellow,congruent,incorrect,f,0.433681251707
311153,47,99.4682967331,yellow,congruent,correct,k,0.346363881115
311153,48,101.490935676,green,congruent,correct,f,0.547732287036
311153,49,103.511605125,green,neutral,correct,f,0.543244178451
311153,50,105.534314895,yellow,incongruent,correct,k,0.60067353629
311153,51,107.557171438,green,congruent,correct,f,0.529492279253
311153,52,109.578775714,yellow,congruent,correct,k,0.444138856168
311153,53,111.599063722,green,incongruent,correct,f,0.535596175185
311153,54,113.621483785,green,congruent,correct,f,0.609257219949
311153,55,115.643913235,red,congruent,correct,d,0.538776549874
311153,56,117.66437447,blue,neutral,correct,j,0.742563303495
311153,57,119.685706533,green,incongruent,correct,f,0.625241013433
311153,58,121.706364461,yellow,neutral,correct,k,0.652290411643
311153,59,123.727850977,blue,incongruent,correct,j,0.614881969021
311153,60,125.748775573,yellow,neutral,correct,k,0.530248759569
311153,61,127.768962035,yellow,incongruent,correct,k,0.477732897169
311153,62,129.790745937,yellow,congruent,correct,k,0.423925940879
311153,63,133.420064606,red,probe,-1,2,-1
311153,64,135.732253752,yellow,congruent,correct,k,0.786605135618
311153,65,137.752677868,red,incongruent,correct,d,1.24626143841
311153,66,139.773227423,blue,neutral,incorrect,k,0.729452684565
311153,67,141.794431912,green,incongruent,correct,f,0.596454654493
311153,68,143.814992561,red,neutral,correct,d,0.623656372758
311153,69,145.838251024,green,congruent,correct,f,0.5684243492
311153,70,147.859036527,blue,neutral,correct,j,0.403629825545
311153,71,149.881325603,blue,incongruent,correct,j,0.39736080954
311153,72,151.901852118,green,neutral,correct,f,0.584946169576
311153,73,153.921743753,green,incongruent,correct,f,0.452924353245
311153,74,155.942165735,blue,neutral,incorrect,k,0.448748138137
311153,75,157.962673051,red,neutral,correct,d,1.3883521657
311153,76,159.984953167,yellow,incongruent,correct,k,0.981750605548
311153,77,162.006951683,green,neutral,correct,f,0.607943086055
311153,78,164.027567372,green,neutral,correct,f,0.603192150695
311153,79,166.048246207,green,neutral,correct,f,0.438756027201
311153,80,168.068846109,blue,neutral,incorrect,k,0.609997486936
311153,81,170.089382011,red,neutral,correct,d,1.10127918988
311153,82,172.109447727,blue,congruent,correct,j,0.617236316684
311153,83,174.129716535,blue,congruent,correct,j,0.373264799258
311153,84,176.150252011,red,neutral,correct,d,0.720717960838
311153,85,178.17083314,yellow,neutral,incorrect,j,0.780109559513
311153,86,180.191523922,red,neutral,correct,d,0.743385063848
311153,87,182.212311557,red,neutral,correct,d,0.658535107636
311153,88,184.232285112,green,incongruent,none,none,-1
311153,89,186.255070402,red,congruent,correct,d,0.6638202299
311153,90,189.646831209,yellow,probe,-1,2,-1
311153,91,191.958368409,blue,neutral,incorrect,k,0.784434254696
311153,92,193.978424311,blue,congruent,correct,j,0.716435932351
