# OrderedDict([('code', u'725297'), ('alder (opsjonalt)', u'26'), (u'kj\xf8nn', 'mann'), ('date', u'2018_mar_12_1419'), ('expName', 'StroopMW'), ('frameRate', 59.948690272043095)])
subj,trial,time,color,condition,correct,response,RT
725297,0,1.8115322125,yellow,incongruent,correct,k,1.25131712112
725297,1,3.83173190974,green,neutral,correct,f,0.623080211695
725297,2,5.85183091356,red,incongruent,correct,d,0.971159868721
725297,3,7.8730025583,yellow,incongruent,correct,k,0.933942556967
725297,4,9.89396982952,yellow,congruent,correct,k,0.368874981439
725297,5,11.9371220797,green,incongruent,correct,f,1.06191322616
725297,6,13.9575402304,green,neutral,correct,f,0.497487357854
725297,7,15.9771575272,red,incongruent,correct,d,0.813780747761
725297,8,17.998452052,red,congruent,correct,d,0.40862157536
725297,9,20.0188761761,red,neutral,correct,d,0.483963719649
725297,10,22.042223396,green,congruent,correct,f,0.556608901643
725297,11,24.0658065628,red,incongruent,correct,d,0.901157462322
725297,12,26.0856610864,blue,congruent,incorrect,k,0.657284400881
725297,13,28.1065827043,yellow,congruent,correct,k,0.668481423774
725297,14,30.1276506689,green,incongruent,correct,f,1.11123337492
725297,15,32.1479566063,green,neutral,correct,f,0.562891573667
725297,16,34.1681268635,yellow,neutral,correct,k,0.878737816525
725297,17,36.191837177,blue,incongruent,correct,j,0.999028052502
725297,18,38.2121401277,green,neutral,correct,f,0.722828563477
725297,19,40.2329448388,green,incongruent,correct,f,0.957948550782
725297,20,42.2530916293,yellow,neutral,correct,k,0.71405756933
725297,21,44.273836607,green,incongruent,correct,f,1.14118326714
725297,22,46.2943588645,yellow,neutral,correct,k,0.752679895621
725297,23,48.3148102953,yellow,neutral,correct,k,0.444086138952
725297,24,50.3385555956,yellow,incongruent,correct,k,0.516495800744
725297,25,52.3600506539,blue,incongruent,correct,j,0.782954481456
725297,26,54.3807538182,yellow,neutral,correct,k,0.746161276722
725297,27,56.4041441315,green,congruent,correct,f,0.674747029116
725297,28,58.4259493768,yellow,congruent,correct,k,0.588950262572
725297,29,60.4497296638,red,incongruent,correct,d,0.709182045168
725297,30,62.4702322946,blue,neutral,correct,j,0.640684493384
725297,31,64.4915417528,red,congruent,correct,d,0.667372942826
725297,32,66.5129604377,green,incongruent,correct,f,1.17405582853
725297,33,68.5333875485,yellow,neutral,correct,k,0.8974966592
725297,34,70.5544563665,green,incongruent,incorrect,d,1.32443291685
725297,35,72.5743744635,green,incongruent,incorrect,j,0.984514973454
725297,36,74.5947614675,blue,congruent,correct,j,0.532184774132
725297,37,79.5178282819,green,probe,-1,2,-1
725297,38,81.8294364411,yellow,neutral,correct,k,1.10547166333
725297,39,83.8495422716,blue,congruent,correct,j,0.589370102927
725297,40,85.8698311423,yellow,incongruent,correct,k,0.553063298616
725297,41,87.8904967599,red,neutral,correct,d,0.53272493459
725297,42,89.9118348048,yellow,incongruent,correct,k,0.927254551258
725297,43,91.9321727421,blue,congruent,correct,j,0.794762064867
725297,44,93.9559355357,green,congruent,correct,f,0.595060561118
725297,45,95.9765213666,blue,neutral,correct,j,1.35842377252
725297,46,97.9974126911,blue,neutral,correct,j,0.649489620897
725297,47,100.018710629,green,incongruent,correct,f,0.804222126269
725297,48,102.038946167,blue,congruent,correct,j,0.944066085602
725297,49,104.060930185,blue,incongruent,correct,j,0.362067935632
725297,50,106.081644443,red,neutral,correct,d,1.09361245322
725297,51,108.103086168,red,congruent,correct,d,0.384001181013
725297,52,110.123714666,yellow,neutral,correct,k,0.731348677418
725297,53,112.143608443,red,neutral,correct,d,1.15938189601
725297,54,114.165065528,red,incongruent,correct,d,0.433883250247
725297,55,116.188558668,yellow,incongruent,correct,k,0.842553892311
725297,56,118.209616819,yellow,neutral,correct,k,0.389451425668
725297,57,120.230218863,yellow,neutral,correct,k,0.401034155551
725297,58,122.251329494,blue,incongruent,correct,j,0.907618907837
725297,59,124.275285995,blue,incongruent,correct,j,0.451914625632
725297,60,126.296745213,red,congruent,correct,d,0.958196444328
725297,61,128.320963687,green,congruent,correct,f,0.630106564357
725297,62,130.341758158,red,neutral,correct,d,0.689425654979
725297,63,132.365555939,blue,incongruent,correct,j,0.921430546288
725297,64,134.386850463,blue,neutral,correct,j,0.388190197922
