# OrderedDict([('code', u'753332'), ('alder (opsjonalt)', u'20'), (u'kj\xf8nn', 'mann'), ('date', u'2018_mar_09_1122'), ('expName', 'StroopMW'), ('frameRate', 59.92608160938719)])
subj,trial,time,color,condition,correct,response,RT
753332,0,1.81549746539,green,congruent,correct,f,1.11919994914
753332,1,3.83566129678,blue,neutral,correct,j,0.426915657849
753332,2,5.8584461404,red,incongruent,correct,d,0.451782633906
753332,3,7.87832965191,red,incongruent,correct,d,0.687897306497
753332,4,9.89818628344,red,incongruent,correct,d,0.380109491153
753332,5,11.9280013107,blue,neutral,incorrect,f,0.494282029106
753332,6,13.9518528205,green,congruent,correct,f,0.470427959284
753332,7,15.9726771317,green,incongruent,correct,f,0.62553274644
753332,8,17.9965478415,yellow,incongruent,correct,k,0.489676591071
753332,9,20.0207526311,green,congruent,correct,f,0.561476880436
753332,10,22.0433480348,green,incongruent,correct,f,0.52287551024
753332,11,24.0628995998,blue,congruent,incorrect,k,1.06339922628
753332,12,26.0833121778,green,neutral,correct,f,0.723301664724
753332,13,28.104701822,green,incongruent,correct,f,0.701519487352
753332,14,30.1252313066,yellow,neutral,correct,k,1.14504399145
753332,15,32.1455926845,green,neutral,correct,f,0.756658877159
753332,16,34.1668035555,red,congruent,correct,d,0.463413135611
753332,17,36.1880575198,red,congruent,correct,d,0.618158242919
753332,18,38.2105402835,green,incongruent,correct,f,0.579637086022
753332,19,40.2323015542,red,neutral,correct,d,0.653951294315
753332,20,42.2534808518,blue,incongruent,correct,j,0.601055316883
753332,21,44.27336607,yellow,incongruent,correct,k,0.612842831853
753332,22,46.2959320337,green,incongruent,correct,f,0.638269594338
753332,23,48.3162725051,red,neutral,correct,d,0.617970083
753332,24,50.3371254028,green,neutral,correct,f,0.741234457073
753332,25,52.3607797927,green,congruent,correct,f,0.44549143659
753332,26,54.3820546637,red,congruent,correct,d,0.456199058688
753332,27,56.4024770549,blue,neutral,correct,j,0.564073145995
753332,28,58.4262329915,red,incongruent,correct,d,0.491964803428
753332,29,60.4474758624,red,congruent,correct,d,0.422723232971
753332,30,62.4700960128,blue,incongruent,correct,j,0.688214319695
753332,31,64.4931816562,green,incongruent,correct,f,0.649004949758
753332,32,66.517300686,green,congruent,correct,f,0.528951667647
753332,33,68.5387027035,blue,incongruent,correct,j,0.523838496496
753332,34,70.5593862147,yellow,neutral,correct,k,0.486835845617
753332,35,72.5800052992,blue,neutral,correct,j,0.466329827699
753332,36,75.205444179,yellow,probe,-1,3,-1
753332,37,77.519416525,red,incongruent,correct,d,1.19080013193
753332,38,79.5398538497,yellow,neutral,correct,k,0.546346860226
753332,39,81.5637015195,green,congruent,correct,f,0.506532477212
753332,40,83.5875718026,red,incongruent,correct,d,0.578887433007
753332,41,85.610954406,green,congruent,correct,f,0.507265063568
753332,42,87.6348438891,green,congruent,correct,f,0.435369200909
753332,43,89.6553247337,blue,neutral,correct,j,0.462901135828
753332,44,91.6755521384,blue,congruent,correct,j,0.650630549064
753332,45,93.699197995,blue,incongruent,correct,j,0.41903128788
753332,46,95.7190371332,green,neutral,correct,f,0.51115455524
753332,47,97.7388967514,yellow,incongruent,correct,k,0.635285915611
753332,48,99.7600999424,red,congruent,correct,d,0.550454378473
753332,49,101.781707613,red,congruent,correct,d,0.496481068168
753332,50,103.805901736,yellow,incongruent,incorrect,j,0.584290310703
753332,51,105.826259701,blue,neutral,correct,j,0.56394514605
753332,52,107.846840385,yellow,neutral,incorrect,j,0.415410169425
753332,53,109.871397175,green,congruent,correct,f,0.694924930165
753332,54,111.891917273,yellow,neutral,correct,k,0.642256365971
753332,55,113.915965903,green,congruent,correct,f,0.570575969888
753332,56,115.939925359,green,congruent,correct,f,0.674342538947
753332,57,117.960568337,blue,neutral,incorrect,k,0.54182035549
753332,58,119.981888008,blue,incongruent,correct,j,0.664612836432
753332,59,122.001837653,blue,congruent,correct,j,0.436357787154
753332,60,124.021895671,blue,congruent,correct,j,0.480292488409
753332,61,126.046254914,yellow,incongruent,correct,k,0.5041393049
753332,62,128.066987491,red,neutral,correct,d,0.739171097954
753332,63,130.087548549,blue,neutral,correct,j,0.590686041308
753332,64,132.107616381,yellow,incongruent,correct,k,0.554572136716
753332,65,134.128072052,green,neutral,correct,f,0.630164637797
753332,66,136.148095083,blue,congruent,incorrect,k,0.530326813727
753332,67,138.168310968,blue,neutral,correct,j,0.41410840998
753332,68,140.193030744,yellow,incongruent,correct,k,0.837126042827
753332,69,142.214178469,red,congruent,correct,d,0.479986141872
753332,70,144.23458038,blue,neutral,correct,j,0.555552616298
753332,71,147.728792862,yellow,probe,-1,2,-1
753332,72,150.043946648,blue,incongruent,correct,j,1.05027581855
753332,73,152.064072079,blue,congruent,correct,j,0.438169839714
753332,74,154.086469936,blue,neutral,correct,j,0.431913202384
753332,75,156.109186087,yellow,congruent,correct,k,0.537312197413
753332,76,158.129902878,red,neutral,correct,d,0.532386759515
753332,77,160.152287082,yellow,congruent,correct,k,0.734237126726
753332,78,162.17277518,red,neutral,incorrect,f,0.505412904357
753332,79,164.193230851,yellow,neutral,correct,k,0.629237491526
753332,80,166.216165881,yellow,congruent,correct,k,0.430342643054
753332,81,168.236697072,blue,neutral,correct,j,0.745612055205
753332,82,170.257728743,green,neutral,correct,f,0.756415677262
753332,83,172.278468575,green,neutral,correct,f,0.447732715635
753332,84,174.298978432,blue,congruent,incorrect,k,0.635543195502
753332,85,176.320671437,red,congruent,correct,d,0.837556122643
753332,86,178.342404121,blue,incongruent,correct,j,0.528071881356
753332,87,180.363099578,red,neutral,correct,d,0.635413062223
753332,88,182.384578396,yellow,incongruent,correct,k,0.597681238323
753332,89,184.40597572,red,congruent,correct,d,0.624405493588
753332,90,186.427792457,red,congruent,correct,d,0.538366063631
753332,91,188.451914901,green,congruent,correct,f,1.20224460704
753332,92,190.472193932,red,incongruent,correct,d,0.686237147205
753332,93,193.895089111,red,probe,-1,2,-1
753332,94,196.207665831,red,congruent,correct,d,0.50247786561
753332,95,198.228238836,green,neutral,correct,f,0.721922678646
753332,96,200.2511056,blue,incongruent,correct,j,0.619369122403
753332,97,202.271602657,green,neutral,correct,f,0.710569510157
753332,98,204.291662382,red,incongruent,correct,d,0.578592179801
753332,99,206.312559653,blue,neutral,correct,j,0.701929940509
753332,100,208.332801565,blue,congruent,correct,j,0.42550637845
753332,101,210.353273876,green,neutral,correct,f,0.85300102272
753332,102,212.379002718,green,congruent,correct,f,0.443419970808
753332,103,214.39957359,green,neutral,correct,f,0.454573886048
753332,104,216.419678541,green,incongruent,correct,f,0.418448461463
753332,105,218.440812612,red,congruent,correct,d,0.46133526983
753332,106,220.461046843,green,incongruent,correct,f,0.777188788399
753332,107,222.48550038,red,incongruent,correct,d,0.529001587625
753332,108,224.505544744,blue,congruent,correct,j,0.47659414332
753332,109,226.526208202,blue,neutral,correct,j,0.472012171941
753332,110,228.5479315,green,incongruent,correct,f,0.690335705457
753332,111,230.569820344,yellow,incongruent,correct,k,0.604672595339
753332,112,232.590009348,green,incongruent,correct,f,0.760097809025
753332,113,234.612806992,red,incongruent,correct,d,0.593674413366
753332,114,236.635748849,green,incongruent,correct,f,1.01851561877
753332,115,238.65670244,green,neutral,correct,f,0.405633533596
753332,116,240.680641416,green,congruent,correct,f,0.381456903911
753332,117,242.704495059,yellow,incongruent,correct,k,0.533638172315
753332,118,244.724555638,green,incongruent,correct,f,0.737583045298
753332,119,246.745094082,yellow,neutral,correct,k,0.701386367408
753332,120,248.768740365,yellow,congruent,correct,k,0.45340737988
753332,121,250.788731823,green,incongruent,correct,f,0.593437186801
753332,122,252.808835922,red,incongruent,correct,d,0.525367242511
753332,123,254.833190471,yellow,incongruent,correct,k,0.50092906627
753332,124,256.855932221,green,incongruent,correct,f,0.65436942747
753332,125,258.876891786,red,neutral,correct,d,0.633487516378
753332,126,260.898231083,green,incongruent,correct,f,0.531949426368
753332,127,262.919389048,yellow,incongruent,correct,k,0.430902856147
753332,128,265.940401945,blue,probe,-1,2,-1
753332,129,268.251731946,yellow,neutral,correct,k,1.06645202498
753332,130,270.274774496,blue,incongruent,correct,j,0.627515465593
753332,131,272.295178541,red,neutral,correct,d,0.447213462522
753332,132,274.378787678,red,congruent,correct,d,0.891403139668
753332,133,276.399288576,green,neutral,correct,f,0.439159705958
753332,134,278.419886754,red,neutral,correct,d,0.7221880652
753332,135,280.440360772,green,neutral,correct,f,0.573874101814
753332,136,282.46113815,yellow,neutral,correct,k,0.505310931067
753332,137,284.484662833,yellow,congruent,correct,k,0.43374146827
753332,138,286.505232851,green,neutral,correct,f,0.604885928582
753332,139,288.529799881,blue,incongruent,incorrect,k,0.61229584542
753332,140,290.550804245,green,neutral,correct,f,0.735299952938
753332,141,292.575023968,blue,incongruent,correct,j,0.727095156439
753332,142,294.598084865,yellow,congruent,correct,k,0.608018087246
753332,143,296.618541389,blue,neutral,correct,j,0.459605563901
753332,144,298.639299141,blue,neutral,correct,j,0.422840139588
753332,145,300.660624358,yellow,incongruent,correct,k,0.657475986144
753332,146,302.681087283,blue,congruent,correct,j,0.653029268041
753332,147,304.705141886,green,congruent,correct,f,0.564966585614
753332,148,306.725280117,blue,congruent,correct,j,0.480970888118
753332,149,308.746580588,red,congruent,correct,d,0.587508655996
753332,150,310.767357966,blue,neutral,correct,j,0.566897678123
753332,151,312.790586543,green,incongruent,correct,f,0.495566295225
